epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.093383905037429,0.24345690483299395,1.037923891727741,0.3091264460321856,0.4526721671527769
1,0.0001,1.021138025808704,0.32089619837427885,1.014212861427894,0.3224034448070375,0.46547427915927
2,0.0001,0.9816191977308703,0.3447930126319896,1.0161682275625377,0.28528689078105707,0.4274128583684519
3,0.0001,0.951743226180705,0.3683954452382558,0.9740686609194829,0.3287696110781598,0.4742300661525506
4,0.0001,0.9262369529221409,0.37825000890769117,0.9348887773660514,0.3885265331390359,0.5419531003741646
5,0.0001,0.8943675520808197,0.42284142276289843,0.9901890149483314,0.2645427698142577,0.4005664429882174
6,0.0001,0.8676085485968479,0.4148151645464288,0.877528715133667,0.3907494751407876,0.5448944181763494
7,0.0001,0.8318421609641969,0.4421568540303304,0.9190039598024808,0.3025928727898452,0.446285140637199
8,0.0001,0.8105890829433766,0.4347671342576316,0.8252733010512132,0.38599528254287097,0.5425227550526727
9,0.0001,0.781510780023974,0.4522495813285544,0.8243671307196984,0.37174973228830815,0.5202203235833228
10,0.0001,0.7558038978613624,0.4649188018115682,0.8249469271072974,0.3580075649749391,0.5051017272561695
11,0.0001,0.7207713704700618,0.49008744659824977,0.810327215378101,0.40600087886303804,0.5515604862389096
12,0.0001,0.6940293233523998,0.499054213427956,0.6793630824639247,0.5431546224857251,0.685222044919221
13,0.0001,0.6737833785456281,0.5039851760341202,0.7112740250734183,0.47242567944394037,0.6230264100833083
14,0.0001,0.6468780174735904,0.5219126182312036,0.6741306635049673,0.45759554190908586,0.6108406552434992
15,0.0001,0.613319166177927,0.5146436057872122,0.6003618836402893,0.5191104087161795,0.6695619126025749
16,0.0001,0.5955440071664115,0.5267629728955426,0.6014180178825672,0.5686507913558252,0.704766997374527
17,0.0001,0.566588744636654,0.5437510799516725,0.5692378924443171,0.5274513419177806,0.6738062616553797
18,0.0001,0.5481605545956959,0.523729318347299,0.48735602910702047,0.5619830281739839,0.7014929720883385
19,0.0001,0.5291938435199649,0.5399208742902328,0.5523582797784071,0.5093072924326465,0.6583865199142996
20,0.0001,0.508876298402631,0.5550969875020325,0.5041799210585081,0.5537299196518718,0.6960373714998236
21,0.0001,0.5058592776226443,0.5366741816849677,0.45697546509596015,0.6132511641308832,0.7452585727912024
22,0.0001,0.4798960272193879,0.5696179768673556,0.46652180873430693,0.5718051918001701,0.714104120350518
23,0.0001,0.45079184814479,0.5899907388425979,0.5399261222435878,0.48747717702639015,0.6428568313532464
24,0.0001,0.448124060681624,0.5694189309319545,0.44810885168038883,0.5716044200507031,0.7075107088802638
25,0.0001,0.4452987948591395,0.5704623184235379,0.40878229760206664,0.6139047303223111,0.7502161154734786
26,0.0001,0.41478055057137514,0.6067980989938904,0.4136225491762161,0.6012365183595374,0.7351416459868575
27,0.0001,0.40010536906793137,0.591198391935726,0.3783366515086247,0.6297333146565175,0.7535076257036539
28,0.0001,0.39974151078120684,0.5992829967144561,0.4836758934534513,0.5101686881387762,0.6627340674190308
29,0.0001,0.407079104074212,0.6027617194424584,0.402775181715305,0.5968919130003485,0.7267672403622107
30,0.0001,0.39506433095580845,0.5954390919125264,0.3742833508894994,0.607181644983679,0.7414219995510053
31,0.0001,0.376468396926111,0.6144194464691429,0.4046100093768193,0.6054711975225715,0.7342888087665411
32,0.0001,0.36776276937750885,0.6190125335429951,0.36772399567640746,0.5999109509952611,0.7376106467512842
33,0.0001,0.3748617658550425,0.5981824878755131,0.42383824174220747,0.5571808064962457,0.6980617474960343
34,0.0001,0.3525436353660369,0.629174961518029,0.3632185467160665,0.5960586518811406,0.7308633820889338
35,0.0001,0.35784561631753464,0.6146394418403911,0.42333078911671274,0.5633567776041047,0.7072740082735876
36,0.0001,0.35386565264112263,0.6231677030981432,0.33194938141566055,0.6286518758478912,0.7598728192630005
37,0.0001,0.3438828615255134,0.6332239552299346,0.36401986846557033,0.6249929055013793,0.7488611489756868
38,0.0001,0.3354159001001092,0.6290368367996584,0.3287263959646225,0.6148138261315225,0.7468516170734447
39,0.0001,0.34636500454688257,0.6112041912143735,0.34246532962872434,0.6372622125492161,0.7665262062287248
40,0.0001,0.32351203528485556,0.6382622770663215,0.3651397542311595,0.5885044486399422,0.7288513033265647
41,0.0001,0.3265801634090815,0.6357556081373797,0.33397927032067226,0.6241613271504008,0.7504108046637987
42,0.0001,0.33063925254021503,0.6396016122293158,0.34375927815070517,0.5967786125185994,0.7323221004193725
43,0.0001,0.31629554817611855,0.6489399787884167,0.3345939619036821,0.6368760132001723,0.7663000134736474
44,0.0001,0.318689897425415,0.6398172896408558,0.32889089504113567,0.6210418965150295,0.7467507258410054
45,0.0001,0.3095104640652967,0.6515205272880635,0.3945271453032127,0.5424398294774765,0.688611597363846
46,0.0001,0.3039738430764324,0.6496977539876708,0.35792094675394204,0.5885608108457487,0.7241148885883307
47,0.0001,0.29071015853059384,0.6676395656215547,0.35273755123982065,0.5983926163707685,0.7308405135272783
48,0.0001,0.327126624279244,0.6416443712583693,0.33999277892021035,0.6215049456401157,0.7496596834510462
49,0.0001,0.31934405216412953,0.6433901845257489,0.3443439402259313,0.6061821594740127,0.7396725464682379
50,0.0001,0.3054335958273836,0.6534919730506857,0.3046331340303788,0.637395477721398,0.7595426487222399
